,name,scores,texts
5214,767025512,4,"I have seen several adaptations of Nero Wolfe novels over the years, including the horrid failed TV series in the late 70s or early 80s.  The movie GOLDEN SPIDERS comes very close to capturing the true nature of both  Archie Goodwin and Nero Wolfe.  When I started watching the movie, I  thought, here we go again, another failed attempt at putting these guys on  the screen.  Tim Hutton and M. Chaukyn really surpized me.  They really had  the characters down and even though I have read GOLDEN SPIDERS several  times and knew the ending, I could not take my eyes off the screen.  BRAVO.  It is about time somebody did a good job adapting Nero Wolfe to the screen.  Any screen. I especially liked the fact that the movie was set in the time  frame of the original novel (late 50s I think).  Excellent movie.  MAKE  MORE IN THE SERIES PLEASE!"
5215,767027329,3,Good enough for some WWII info and best of all it is closed captioned.  I have many other older WWII documentaries and most are not closed captioned.  Big deal it my world.  This was one of the main reasons I bought this DVD.
5216,767027329,4,"Much of the footage in this 2 DVD set is spectacular. It really makes the events of WW2 seem like they could have happened a couple of years ago. Some of it is so good that it looks as though it might have been faked! Not all of it though. A few clips appear grainy, yellowish, etc. Also, I was truly surprised at how few of these clips I had seen before. Some of them I recognized but the majority were totally new to me (and I have seen a lot of ww2 documentaries). A word of caution: like most war docs, there are some pretty gruesome scenes.
As far as the content, it was pretty good. It was a little like ""The War"" by Ken Burns in that actors would read letters, diary entries, and the like. Indeed,the writings of Quentin Aanenson and Eugene Sledge make their rounds here too (you will know them well from ""The War""). It was kind of funny that the actor would read the letter in English but with an accent from the author's country of origin. I guess it would remind you that the speaker was German, French, Russian, Japanese, or whatever. Kind of goofy but I got used to it. Also, keep in mind that it is only about 3 hrs and they were limited to only showing color footage. Because of this, there is very little detail and some major events are barely mentioned. This is primarily a visual experience. If you're a WW2 buff, you won't learn anything new. Then again, of you're a WW2 buff, I highly recommend this DVD."
5217,767027329,5,"I was amazed when I saw some of this as a child in color at a time when most films were black and white.  I thought that color film wasn't even invented prior to WW II.  Ted Turner can colorize anything these days, even WW I, but this is the real thing and you can tell.  Very nice indeed"
5218,767027329,5,"World War II--The Lost Color Archives gives people a rare opportunity to essentially witness World War II as it actually looked in color. The quality of the color footage varies at times but it certainly gives you the feeling that you were there much more than if you were to watch the same footage shot only in black and white.  The quality of the sound is excellent. Thank goodness for the History Channel from which this program comes!

The first of the two DVDs contains color films of events beginning at about the time of The Spanish Civil War and the coronation of a new King (George) in Great Britain. We witness footage of English statesmen actually visiting amicably with Hitler; Hitler sure had them fooled! There is interesting footage of great historical value concerning the German invasions of countries like Poland and The Soviet Union; and we also see the horrifying color footage of the fires in London during the German bombing of the city.

The first DVD also includes footage of the fight in the Pacific; we see our men fighting to capture islands in the Pacific that could be sued as bases for important military maneuvers including the Enola Gay flight that would drop ""the bomb"" on Japan.

In addition, there is color footage of the brutal Wausau ghetto where Jews were housed like cattle and children were left as orphans on the streets to die. The brutal treatment of the Jews and other Nazi atrocities are made very clear throughout the course of this two DVD set.

The second DVD gives us footage of the last year and one-half of the war. We see D Day, the rescue of France, other countries, and the people in concentration camps from brutal German occupation and the gradual erosion of Hitler's German military machine. The footage continues to show us a great deal of bombing, damage from bombing and carnage. It's truly fascinating to watch World War II in color.

The DVDs have some extras on the second of the two DVDs. What we get is mostly more color footage that was not used for the actual program of World War II in color. There is footage of Hitler and the elite guards at his country estate and we get great footage of Americans fighting their best. We see more footage of fires raging through destroyed cities--and more. This is excellent bonus footage and it lasts about twenty minutes.

Overall, I highly recommend this two DVD package for history buffs, military buffs and veterans of World War II. This color footage is actually quite rare and I believe that it has great historical significance."
5219,767027329,5,"History and war buffs, rejoice. Just when you thought you'd seen every World War II documentary, from ""The World At War"" to ""Victory At Sea"", this set appears. While you may not glean a wealth of new information or insight into the period, the color films imbue the war with an immediacy you've never experienced before- unless of course, you were there. This alone makes the DVD a worthwhile investment of time and money. Bear in mind this is all bona-fide color footage-nothing has been colorized. The effect is spellbinding, almost miraculous- as when Judy Garland as Dorothy first lands in Oz."
5220,767027329,4,"Based on reviews I'd read beforehand, I expected something big with this 2-disc set.  To its credit, it runs 2 hours and 51 minutes.  But it's on the pricey side and a lot of what's shown here has been on other more recent (and less expensive) DVD's, like ""Hitler, in Color,"" which is really outstanding.  I also expected this DVD set to be better than ""World War II in Color, the British Story.""  On the contrary, the latter costs less than half of this one, ran over an hour longer and had more unique footage and commentary.  The ""British Story"" is all on a single, collector's edition, digital disc.

For those building a DVD library on World War II, especially color features, this 2-volume set belongs in your collection.  For those operating on a budget, choose the two DVD's noted above, first.  Then, consider ""Visions of War, Vol. 2--Hitler, in His Own Words,"" and various pieces on Winston Churchill, for greater value."
5221,767027329,5,"Apart from the obvious important issue of color, ""Lost Color Archives"" is different from many other documentaries dealing with World War II.  The emphasis is much less on causes and facts than it is on the impact of the war on society and individuals.  Its use of personal observances is remeniscent of the way Ken Burns used eye witness accounts in ""The Civil War"" to make more of an impact on the viewer.
Evenso, from a historical perspective, ""Lost Color Archives"" does deserve high praise as a solid explanation of the war as a whole.  Because it is told largely from the eye witness point of view, the viewer has a sense of the impending conflict, then the endurance through the war, and finally, the exhausted conclusion.  Emphasis is placed on the fact that the war was over, but that much of the world had been destroyed and that the effects and rememberance of the war would linger on.
Add color to all this and the documentary clearly stands above anything else I've ever seen about the war.  Some of the images are average, some are stunning, some are beautiful, some are horrifying, but all are in color.
The combination of the color video and the first person narratives often sent chills down my spine."
5222,767027329,3,"A good overall look at the available color footage during the war. The commentary is quite good as well. Unfortunately, much of the footage is not as good as it could be. The first program on the first disc has a disappointing black level, and as a result, much of the footage looks too bright and washed out. While the next two programs improve on this, other DVDs such as ""The Third Reich in Color"" have presented color European theatre and Third Reich footage more carefully. However, none can compete all at once with this two disc set.
The color footage shot during actual battles and preperation for D-Day are high points, as well as the seven minutes or so of Eva Braun home movies on the end of the disc. Pacific theatre buffs will feel shortchanged; I'd say 80 to 85% of the material concerns Europe. This DVD set is certainly worthwhile if you wish to see a large quantity of period color footage with informative commentary. It succeeds in bringing the war and the period to life."
5223,767027329,5,My husband loves these DVDs.  He can't stop talking about them.  I guess I need to watch them too.
5224,767000021,4,"He was a Savior who died for our sake, but he didn't walk on water, alright?"
5225,767000021,5,"I really appreciate this video and I highly recommend it. As usual, A&E did an excellent job. I first saw it with a group of young people, ages between 13 and 15. After watching it we went through a little  discussion where everyone expressed their own opinion. There were a lot of  questions and we had a very exciting meeting, where everyone was trying to  clear up some conceits about this great figure of mankind's History.
  Everyone should be interested in learning more about the life of this  extraordinary man whose teachings have influenced humanity for more than  two thousand years. For many centuries his life and teachings was framed by  the biggest riligious groups, specially the Roman Church. Thus, whatever  they used to say about him, this was what one could be able to learn,  whether it was right or wrong. For long time his life and teachings was  subject to a big monopoly carried out by those who thought they could own  the truth. Im 1863 the renowned rationalist and scholar of religion Ernest  Renan in his classic biography of Jesus ""THE LIFE OF JESUS"", the  first one to be written, warned us:
  ""Constantine made of the most  free and spontaneous religious movement an official worship, subject to the  State, and persecutor in its turn.""
  Fortunately, this reality  started changing in the middle of the eighteen century. Since then a lot of  writings and researches have been undertaken in order to bring more light  over this great personage of the History and the influences caused on  humanity by his moral teachings. Thanks to these scholarly and scientific  investigation we have today a much more accurate knowledge on Jesus' life  and teachings. Everyone knows by now that even the Gospels, which are yet  considered the most reliable source on the matter, suffered adultaration in  order to fit the interests of the religious group in charge to  proselytize.
  Besides all the sources available today on the subject,  one must take in account the apocripha Gospels, specially St. Thomas  Gospel. It does not matter if the Roman Church considers it as a reliable  source or not, because only God knows the reason why they keep insisting in  this position.
  Among the arguments stretched out by the 11 scholars  who took part in this video recording, one particularly touched me. I am  talking about John Dominic Crossan and his statements:
  ""The  vision of God which Jesus has is one of what can be best described of  radically egalitarianism - a refusal to draw discriminations and hierachies  and lines of demarcation - separating this from that one, lower from  higher, pure from impure, male from female, slave from free, pagan from  jews. It's a refusal to accept the basic distinctions which most people in  his society accepted.""
  ""Jesus incarnates a dream, a profound  and ancient dream, deeply embedded in human spirit for a world of radical  justice, radical equality, for a world not of a domination, but  empowerment. And above all, for the announcement that that it is what God,  that is what the holly and the sacred is concerned about, not about  domination but empowerment, about a world of justice. That is the permanent  abiding legacy of Jesus and as long as that dream is alive, Jesus is  alive.""
  Another point of the video that also called my attention  was the narrator's (Jack Perkings), who also did a wonderful job, closing  words:
  ""It is one of History's greatest ironies. The mighty Roman  Empire which crucified Him, would one day come to worship the young stone  cutter of the Galilee. Certainly on that day, long ago when Jesus died, no  one could've foreseen that. As the centuries passed millions of people  around the world would come to emprace his spiritual vision.""
  This is a very good source of information on Jesus' life. It is definitely  worth buying."
5226,767000021,5,HE has given me a new everlasting life with HIM.. I love HIM very..very..much Thank you Lord for giving me a new life and thank you for give me a special person in your life.. AMEN !
5227,767023765,5,This movie is the best movie I've seen when Washinton crosses the delaware to battle the Heshens is the best part
5228,767023765,5,"this was a great movie that really helps you see into the heart and mind of General George Washington, His Generals, and his soilders. Even if your just looking for a good action-drama, this is great. Jeff Daniels is  magnificent and so is the senery, battles, camera work, etc. An enticing  film about the troubles of crossing the river keeping them from trenton...  a must see."
5229,767023765,5,"Superb movie, excellent casting ! Just as in Gettysburg, Jeff Daniels gives a magnificent performance. What impressed me the most however, was the realistic portrayal of just how close we came to never achieving  independence ! A must see for all those interested in the American  Revolution."
5230,767023765,4,"I loved the true story of courage.  I objected to the cursing, because the reading I have done about Washington describes him as an introvert, and a God fearing man who constantly encouraged his men to pray, repent, fast and seek divine guidance for the cause of the revolution.  I think the frequent cursing was added to the story by script writers who thought the language would add drama to the situation, which it did not!"
5231,767023765,5,"If you like history , this is a fime for you !"
5232,767023765,4,"With his Continental Army shrinking around him George Washington has someone 'requisition' some ships to get his men across the river so they will not be as easily accessible to being demolished. He gathers with advisors and is ridiculed for his lack of leadership and the fact that he ahs not won a battle.

For his last act he decides to attack Trenton, New Jersey where Soldiers of Fortune are stationed, to accomplish that they will have to get a thousand men across the river, at night in the cold for Christmas! They arrive at dawn and attack. Interesting and insightful. War violence, swearing.

In Extras is a making of feature in which Jeff Daniels talks."
5233,767023765,5,Great movie.
5234,767023765,5,"Jeff Daniels is one of my favorite actors. In this film he plays the part of Gen. Washington who leads his forces across the Delaware river to attack Trenton. Mr. Daniels plays the part of Washington with great humor, which of course in real life Washington never had. But Jeff Daniels makes Washington seem like a man you would follow, because he could lead."
5235,767023765,5,This is a great movie about Washington's role in the Revolutionary war and caused me to reflect on the lives of my ancestors who fought in it and what they had to endure. Amazing how much Jeff Daniels resembles President Washington!
5236,767023765,4,good
5237,767023765,4,good
5238,767023765,5,"Finally, a true telling of the story. The facts are even better than the myths that grew up over time."
5239,767023765,4,My husband really likes special movies to fit the holiday. He really enjoyed the further truths and knowledge he gained from this movie.
5240,767023765,5,great!!!
5241,767023765,5,"A true hero's story! Acted with great craft, and true realism."
5242,767023765,5,Excellent!
5243,767023765,1,Excellent
5244,767023765,5,If you like history you will love this movie....
5245,767023765,5,Not actually a review as a request. Amazon needs to make this movie available in digital format on Amazon Video. This is a great movie!
5246,767023765,5,shows why the capital city is named for him
5247,767023765,5,"We loved this version of Washingtons life. Nicely done and not too terribly altered to fit pop culture standards. Great for homeschool history. My 8 year old son was riveted, till near the end when there were no more battles."
5248,767023765,4,"Good story, well done."
5249,767023765,1,Bad
5250,767023765,1,NOT CLOSED CAPTIONED.  Not subtitled.  It is a great story if you have normal hearing but if you need closed captioning or subtitles you are out of luck.
5251,767023765,5,Another great history lesson come alive ... worth the investment ...
5252,767023765,5,Jeff Daniels does a fine Washington portrayal.
5253,767023765,5,excellent !
5254,767023765,5,"Very, very good!"
5255,767023765,5,"Inspiring, shows how God was there to answer their prayers."
5256,767023765,5,A must see for the whole family!
5257,767023765,5,An interesting portrayal of a time when the American Revolution almost failed.  I like Jeff Daniels in this.
5258,767023765,5,Fast! Excellent flick
5259,767023765,5,EXCELLENT!  BRAVO!
5260,767023765,5,"No trees or yuletide spirit here but a Christmas movie of a different flavor, if you like that sort of thing."
5261,767023765,5,This is one of my favorite movies that I can haul out and watch over and over especially at Christmas time. It sticks pretty closely to the historical event and has some humor as well. Jeff Daniels always looks just like whomever he is depicting. It's quite uncanny.
5262,767023765,4,Great movie.  Jeff Daniels portrays General Washington well !
5263,767023765,5,"Great!  My son is a history buff, and said the accuracy of the weapons and uniforms was right on."
5264,767023765,5,Good depiction of the problems faced by George Washington when chased by the British after the New York defeat and when crossing the Delaware Rivet to attack Trenton.
5265,767023765,5,Great movie as it tells the story of the crossing of the Delaware river very well.  It really shows what the American must have suffered during that winter.
5266,767023765,5,"a very authentic historical depiction, and my 2 grandsons, 12 and 13, loved it, and have already watched it again"
5267,767023765,5,In insightful take on of the most important but nearly forgotten battles of the Ameican Revolution which had the longest odds and gambled the survival of independence in the most uncertain weeks of the war. Washington's crossing of the Delaware to attack Trenton is known more for a painting it inspired but  the film goes deeper into the battle that kept the cause alive and an army intact when defeat seemed inevitable.
5268,767023765,5,Jeff Daniels plays a convincing role as the desperate George Washington in December 1776.  The movie does a good job of evoking the chaos and challenge of those weeks just before the first Christmas of independence.
5269,767023765,5,"Had this on tape, now I have it on DVD.  Love this story and will always think of Jeff Daniels as George Washington.  Very well done!"
5270,767023765,5,This video fully met my expectations.  Great acting and truthful portrayal of the historical events related to and surrounding Washington's crossing of the Delaware.  Thank you.
5271,767023765,5,Good movie.  Would recommend.
5272,767023765,5,"We saw this movie ages ago on cable, but it doesn't seem to air anymore. The acting is fantastic, and the movie dramatically tells the story of a turning point in the Revolutionary War. We watched it with our son, and he really liked it."
5273,767023765,5,"THIS ONE IS ONE THAT I PURCHASED FROM AMAZON.  HAVING BEEN BORN AND LIVED IN NORTH NEW JERSEY, AND AS LITTLE CHILDREN WE OFTEN TALKED ABOUT THE PICTURE OF GEORGE WASHINGTON CROSSING A FROZEN RIVER AND TRYING TO MAKE IT TO GET HIS ARMY ACROSS THAT RIVER. THE IMAGE OF G. WASHINGTON WAS.  FOR ME, THE PART THAT IMPRESSES ME THE MOST IS THE ""SURPRISE"" ABOUT SOME THINGS HE DID - AND HOW THEY DID THEM.  (NOTE: I WILL BUY ANOTHER COPY OF THIS MOVIE, BECAUSE I SURE DON'T WANT TO LOOSE THIS ONE. IF YOU GET ONE, AND IF IT LOOKS LIKE EVERYTHING IS GRAY IN APPEARANCE, THAT WAS DONE ON PURPOSE. AFTER THE MOVIE FINISHES, YOU WILL BE ABLE TO KNOW WHY.  JUST WAIT FOR THE VARIOUS ""INVITATIONS"" AND IF YOU READ THEM, EACH ONE WILL ADD QUITE A BIT REGARDING THIS HAZY WEATHER.  I SAY THIS ALSO BECAUSE I WAS BORN AND RAISED IN NEW JERSEY. IF THEY HAD USED BRIGHT SUNLIGHT, IT WOULD NOT BE AUTHENTIC.  AND, IT'S NOT VERY EXPENSIVE AND VERY EDUCATIONAL."
5274,767023765,5,5stars
5275,767023765,5,definitely buy fro you guys again!  very PLEASED!
5276,767023765,5,This is a most remarkable movie of a key episode of the Revolutionary War.  The characters are ALL wonderful and each memorable.  Daniels makes a most impressive Washington but all the actors are strong.  Have already watched it twice and will certainly watch it more.  Many thanks for the very quick service.
5277,767023765,5,good historical take on history
5278,767023765,5,Jeff Daniels is brilliant in bringing George Washington to life.  Every American needs to see this movie about the very pinnacle of American liberation.
5279,767023765,5,Excellent support video
5280,767019245,5,"For persons who are interested in looking into the ways in which ancient Rome went to war, this is a must-buy video.  It is one of the more well-done documentaries that I have seen and does an excellent job of laying out the battle tactics, territory, major personages and instruments of Roman warfare up until about the time of the Antonine rulers.
What makes this documentary particularly special is its usage of authentic and re-created signs of Roman hegemony.  For example, we have the opportunity to view a  nearly full-scale mock up of a Roman fort in a forest located in Germany.  We also see the palisades where Vercingetorix made his last stand in what is modern day France.
On top of this, we are invited to archeological excavations in & around Hadrian's Wall which was built to demark the line between Great Britain and Scotland (Caledonia).  The scholars there disinter the coinage of Rome thru the ages, as well as ancient letters of soldiers, medical instruments and much more.  Fascinating stuff!
For a grand overview of the expanse of the Roman empire, this would be a terrific video-set to buy.  However, precious little is shown or alluded to Rome itself.  For those who are only interested in the history & politics inside Rome, other documentaries would be much more appropriate.  If, on the other hand, you want to know more about the Legions on the frontiers of Roman territories, the present videos would be a superb choice."
5281,767023765,5,Absolutely perfect! Authentic costuming is great for reenactors.
5282,767023765,5,"I've always loved this movie. Definitely won to have in the collection. I will say, it needs remastered....  The picture is a bit dark and washed out. Definitely not made in HD."
5283,767023765,5,great
5284,767023765,3,Bit boring
5285,767023765,5,"An example of Jeff Daniels leadership, tough and risky."
5286,767023765,5,Excellent quality
5287,767023765,5,The dvd was in great condition and the movie was amazing!!
5288,767023765,5,Great video
5289,767023765,5,beautiful story
5290,767023765,5,"Very imaginative fictional portrayal, closely paralleling actual events and personages; a great read."
5291,767023765,5,"The Crossing covers a small but crucial part of the American Revolution. Based largely on Washington's personal correspondence, it is probably fairly accurate, but without embedded journalists, who knows for sure.  Daniels plays Washington with dignity, and passion.  The supporting cast of little known actors do quite well also.  The battle is well staged despite Hollywood's abhorrence of muzzle loading muskets and their capability of fully automatic fire.  This film can stand with Gettysburg as the best look at part of one  of America's wars."
5292,767023765,3,ok
5293,767023765,5,Enjoyed this movie much more than I expected!
5294,767023765,5,One of my all-time favorite films.
5295,767023765,5,Very good movie
5296,767023765,5,This film is spellbinding. Jeff Daniels shows the human side of General Washington & gives a praiseworthy performance. I watch this DVD every several months & never grow weary.
5297,767023765,5,A movie EVERYONE SHOULD watch.
5298,767023765,5,"I watched ""The Crossing"" a few years ago and probably watched it more than a dozen times. I fell more deeply in love with America my Country each time I saw it. My husband watched it more than I did. We needed a new copy of the movie. We just love the way Jeff Daniels portrayed GEORGE Washington, The Father of our country.  Mrs. Nancy L.Horning"
5299,767023765,5,"You need not be a history buff to enjoy this historical movie.  It is a largly accurate telling of George Washington and the Continental Army snatching victory from the jaws of defeat during the early months of the Revolutionary War.  Plentiful action, excellent dialogue and a wonderful performance by Jeff Daniels will make you feel like you are standing by Washington's side as he leads his nearly decimated Army on a daring campaign in the dead of winter."
5300,767023765,5,As described  - Great bit of history - currently no issues
5301,767023765,4,ok
5302,767023765,5,"A&E does a masterful job of putting together a top-notch cast with an event of great importance to the future of the foundling United States of America.
The acting, portrayal of conditions and general lack of support and material for prosecuting a war against Great Britain was well done. The moral of the Continental Army under Washington was at an all-time low prior to the crossing. Indeed they had known little but defeat until that time. Washington even had his doubts about whether some of his chief commanders would even follow orders.
The story of the crossing, the hanging in the balance of the war with Great Britain, and the attack on Trenton are all masterfully done. Kudoes to A&E. May they continue to produce more historically based efforts of this quality in the future.
5 stars...don't miss it."
5303,767023765,5,Great historical film and love Jeff Daniels as George Washington.  Great way to learn about events in history.
5304,767023765,4,"This was shared with middle school students; everyone learned about the historical time and the people. An example of American grit and heroes who did not give up. These were not perfect people, but united young men compelled to save America from the Brits. No whining here."
5305,767023765,4,"Adequate, only because this is the only film I've seen about an important piece of American history."
5306,767023765,5,wished Monroe had had a bigger part.
5307,767023765,5,Excellent.
5308,767023765,5,The best Jeff Daniels movie IMHO.  It really makes one think how close we came to giving up except for General Washington.
5309,767023765,5,Very well done
5310,767023765,5,great
5311,767023765,5,"Very good movie,I recommend it too any one interested in George Washington."
5312,767023765,5,Every student of US History should watch this!!!
5313,767023765,4,"Good, but some inaccuracies."
5314,767023765,5,"Well acted and more historically accurate than most. (Except that part where the men start singing in the dead of night as they row through the ice to surprise the enemy). It's a great story, well scripted and directed,  with lots of action. Worth watching and worth keeping in your library."
5315,767023765,3,"I like the story, but it was not as exciting, considering what it was about, as I expected."
5316,767023765,5,"Excellent portrayals and great continuity throughout the film. The music was very good as was the attention to detail. I recommend this
film to everyone who enjoys seeing a fine re-enactment of one of the greatest achievements in the Revolutionary War, led by George
Washington, the most singular military leader and hero of the war."
5317,767023765,5,I enjoyed this very much!!
5318,767023765,5,Very pleased.
5319,767023765,4,Better than any fiction on TV.  A good review of one of the more important events influencing the direction of our war for independence.
5320,767023765,5,We've had our own homemade tape of this for years. So glad to have this. Our whole family loves it.
5321,767023765,5,Great price. Arrived quickly.
5322,767023765,5,I love books about that era. The brave men and women who fought for our freedoms
5323,767023765,4,interesting take on the crossing all thought conversation obviously imagined
5324,767023765,4,"I liked it primarily because it's a historical war movie. Not the greatest production, but when you consider how many movies we have from this period in our history, you won't get much better.

I think Jeff Daniels did a fine job as Washington, though I DID like him better as Joshua Chamberlain."
5325,767023765,5,This is our annual Christmas Eve movie.  Great movie!
5326,767023765,5,I thought that it was great
5327,767023765,4,well done!
5328,767023765,5,Wonderful movie!  Great history and information about Washington and his army crossing the Delaware River during the American Revolution.  Really enjoyed this movie.  It really makes you appreciate the hardships and dedication of George Washington and his troops.
5329,767023765,4,Good.
5330,767023765,5,Superb!
5331,767023765,4,"Not a bad movie at all, but lacks a bit of historical accuracy."
5332,767023765,5,Wonderful movie and a lot of highlights that are very interesting.  Jeff Daniels does a fine job.
5333,767023765,5,"As a history buff, I really enjoy the Revolutionary war period pieces and the Civil War. Jeff Daniels  portrays people from both wars with style and excellent acting."
5334,767023765,5,Great movie depicting Washington's Crossing of the Delaware. Jeff Daniels is wonderful as George Washington.
5335,767023765,5,"Excellent insight as to the struggles, determination, patriotism, & courage of the Father of our Country & his army."
5336,767023765,5,Very good movie...Jeff Daniels portrayed him well.
5337,767023765,5,Great movie I do enjoy my History stories lol
5338,767023765,5,"I really enjoyed this movie
 I wish more people would have their kids watch some of these movies. Very educational. I learned a lot about the start of our country. Recommend highly"
5339,767023765,5,great
5340,767023765,5,Cancel
5341,767023765,5,Used to teaching 8th grade Social Studies.  Very good and the students liked it
5342,767023765,4,Well directed movie
5343,767023765,5,Awesome show of the battle of Trenton.
5344,767023765,5,"I teach U.S. History to middle school through freshman. I found the Crossing to be an excellent movie for explaining conflicts between Washington, Congress, officers especially Gates. The movie captures the desperation that the militia was facing in the battle of Trenton.
I also enjoyed the gentleman mentality of the Hessian colonel and Washington's reply (the way the Hessian's butchered the colonials at Brooklyn). Lastly, the crossing depicts the diversity of the colonial troops."
5345,767023765,4,good movie
5346,767023765,4,"Overall I liked this movie.  I have read some of the other reviews and in some instances found them over critical.  Was there too much swearing?  Yeah, it was a little too much in light of GW very rarely using foul language.  Is it 100% accurate?  No it is not as pointed out by other reviewers.  Does it have the production values of ""John Addams"" or ""Band of Brothers""?  No but I doubt ""The Crossing"" had the same budget.  But it is the only movie I am aware of that is about the battle of Trenton and why it was so pivotal. Many people, whose only knowledge of the Washington Crossing the Delaware is Leutze's painting, may be drawn in to learning more about this most interesting period of time in American history."
5347,767023765,5,"You won't believe this is the star of ""Dumb and Dumber."" This is a remarkably well done study of one of the most amazing episodes in the history of American warfare."
5348,767023765,5,"I saw this movie years ago and recorded it off TV.  After many years and a format transfer, my copy was in pretty poor shape.  Happy to have a DVD copy to enjoy (as I did last night).

""The Crossing"" tells the story of General George Washington's preparations to attack the Hessian soldiers (in service to Britain) at Trenton on Christmas 1776.  The movie highlights the disagreements and personality conflicts between Washington and some of his key commanders, and the challenges of pulling off such a revolutionary attack.

The movie benefits from many quality actors and from its tight focus on the build-up to the crossing, the crossing, fight, and immediate aftermath.  I don't think I'd known until watching this that Washington's men retreated back across the river after the attack.

My only real quibble with the video quality is that you can tell where the commercial breaks were from the original TV production airing.  I would think that they could have edited the video together a little bit better so that those weren't as noticeable or else didn't exist at all on the DVD.  It wasn't so bad that I couldn't enjoy the movie, but it was noticeable at least a few times.

I liked Jeff Daniels from his work in Ted Turner's Gettysburg/Gods and Generals and like him here as well.  As with the two movies I've just mentioned, this one gives little bits of info on what happened to some of these historical figures after this battle."
5349,767023765,2,"The acting was really great.  It was quite enjoyable but seemed to differ on the character of George Washington.  He was known for not allowing cursing, for reading his Bible several times a day and praying.  I did not see any of these qualities displayed."
5350,767023765,5,"Great movie, my husband just loves it!"
5351,767023765,4,Good account of history and acting Jeff Daniels
5352,767023765,5,excellent !
5353,767023765,5,One of my favorite Christmas movies!
5354,767023765,4,"Excellent movie, originally a TV miniseries.  Maybe some minor historical errors, but overall a great treatment, and inspires new respect for General Washington and those that fought with him."
5355,767023765,1,"Just what we need: a screenplay by Marxist author Howard Fast on Washington's attack on Trenton.  A waste of the considerable talent of Jeff Daniels. Washington simply did not reason the way he is portrayed by Fast. This is what might have happened had Howard Fast been leading
the Revolution."
5356,767023765,5,This is a powerful presentation depicting the courage & bravery of those who founded this great country.  Jeff Daniels is a fine George Washington.
5357,767023765,5,"This is a superb docudrama. By limiting it to a brief event it conveys a great deal about the whole war, doesn't drag at all. I so wish someone would take this as a model for more docudramas."
5358,767023765,5,"Great DVD, Fast Service, Thanks."
5359,767023765,5,"Great movie, especially if you love American history.  Professional and very well done."
5360,767023765,5,Good movie
5361,767023765,5,Very well done if a bit hammy in parts but a fun watch.
5362,767023765,5,Well done but not overblown like many hollywood movies are!! Great acting.
5363,767023765,5,Well done profile of GW at the crossroads of the Revolution .  How did we ever win?
5364,767023765,5,Very enjoyable.
5365,767023765,5,One of the best American Revolution DVD's. Jeff Daniels shows Washington as resolute and a great tactician.
5366,767023765,5,wonderful historical correct movie
5367,767023765,5,"""The Crossing"" is a surprisingly well-done TV historical drama based on General George Washington's iconic crossing of the Delaware River on Christmas night, 1776.  The moment, and the movie, focus on a low point in American fortunes during the Revolutionary War.  Washington's Continental Army had been driven in defeat from New Jersey by the British Army, and faced dissolving altogether as enlistments expired at the end of the year.  Washington daringly staked everything on a surprise counter-attack that caught the enemy sleeping off the holiday in Trenton in the early hours of 26 December.  Washington's high stakes gamble saved the Continental Army, and perhaps the young United States, from extinction.

Jeff Daniels is very credible as the stern and determined Washington.  The supporting cast is also quite good, especially Sebastian Roche as the tough-minded General John Glover from Massachusetts, now unfortunately largely forgotten in history, whose Marblehead fishermen rowed the Army across an ice-choked river.  The production values and the attention to detail should easily satisfy most viewers.  It would be hard not to be caught up in the drama of the situation.  Recommended."
5368,767023765,5,Need more like this.
5369,767023765,1,George Washington was VERY opposed to swearing.  He was known to punish his men if they swore.  SO WHY does Jeff Daniels swear like a sailor in this film.  It might have been good if the writers had not used such foul language.  George Washington would have been appalled to view this! BAD FORM A&E.  You could have done so much better!
5370,767023765,5,"One of my favorite historical films; it really brings you back in time to the Battle of Trenton, and has you respect those brave soldiers and their commanders, including very much George Washington."
5371,767023765,5,Wonderful movie.
5372,767023765,5,Great movie.
5373,767023765,5,"Fear of my VHS going out I knew I had to get this DVD
.  One of my favorite movies"
5374,767023765,5,a good rendition of the events in history
5375,767023765,5,"I saw this movie many years ago but thoroughly enjoyed purchasing it and watching it again.  This video is difficult to find now, it can't be rented and it's not on pay-per-view.  Thank you."
5376,767023765,5,"This is a very well-scripted and well-acted portrayal of this critical event in American History.  Washington's, faith, strength and courage come across well.  It made me appreciate how tentative the Revolution was, and how close we came to being subjects of the British Crown.  Very inspiring!"
5377,767023765,2,"I wish I could give this movie a better review. Amazon did NOT warn customers that this movie was not subtitled or closed-captioned for the hearing-impaired/Deaf. In my family, we need all our DVDs to have subtitles or close-captioning capabilities. Don't get this movie if you rely on subtitles.

I cannot judge this movie on its historical content since I was unable to understand what was being said. But having read other people's reviews, it sounds like a movie worth watching. I only wish that A&E had released it with subtitles so everyone would have the opportunity to enjoy Jeff Daniels as George Washington."
5378,767023765,4,I want to share this with our grandchildren because of the American Heritage in our family.  I thoroughly enjoyed it.
5379,767023765,5,Jeff Daniels was a good choice to play George Washington in this historical drama recording Washington's famous crossing of the Delaware River and the raid on the Hession barracks at Trenton that ended in a rout victory for the Colonists. Well done.
5380,767023765,5,"I saw this made-for-cable movie back when it premiered, and it's still a masterpiece. I let 2 friends borrow it so far and they both say it's one of the best movies ever. Jeff Daniels is perfect as General Washington. Great acting, wardrobe, authentic-looking sets. Amazing. You'll never forget this legend as the turning point in our great nation's history."
